A level	상급학년시험
cottage piano	직립식 소형 피아노
cottage pie	시골 파이
cottage pudding	맛없는 카스텔라에 달콤한 과일 소스를 친 푸딩
cottager	소농/농사꾼/별장 손님/농장노동자/별장에 사는 사람/시골집에 사는 사람
cotter	코터/비녀장/가로 쐐기/쐐기 마개/날품팔이 농부
cotter pin	코터핀
cottier	소농/빈농/입찰 소작인
cotton	솜/면사/면의/면포/무명/목화/솜털/면화/탈지면/면직물/무명의/무명실/깨닫다/코튼사/면포의/면사의/친해지다/찬성하다/호감을 가지다/...을 이해하다/...이 좋아지다
cotton batting	정제솜/이불솜/탈지면
cotton candy	솜사탕
cotton curtain	남부
cotton flannel	면 플란넬
cotton freak	마약 중독자
cotton gin	조면기
cotton goods	면제품
cotton mill	방적 공장/면직 공장
cotton mouth	구갈
cotton picker	채면기/목화따는 사람
cotton picking	매우/지겨운/괘씸한/시시한
cotton plant	목화나무
cotton powder	면화약
cotton press	조면 압착기
cotton rat	코튼랫
cotton spinner	방적공/방적업자/방적 공장주
cotton spinning	면사방적
cotton tree	판야나무
cotton waste	솜지스러기
cotton wool	생면/원면/탈지면/정제솜/이불솜
cotton yarn	면직사/방적사
cottonmouth	물뱀/살모사
cottonocracy	면업자/면업왕국/목화 재배자
cottonseed	목화씨
cottonseed cake	목화씨 깻묵
cottonseed meal	면실박
cottonseed oil	면실유
cottontail	솜꼬리토끼
cottonweed	풀솜나무
cottonwood	미루나무
cottony	투박한/솜 같은/무명같은/보드라운/부풀부풀한/솜털이 있는
cotyledon	떡잎/자엽
cotyledonous	떡잎 모양의/자엽이 있는
cotyloid	구상의/관골구의
couch	굴/쉬다/눕다/소파/침석/침상/휴식처/띄우다/쌓이다/잠자리/못자리/은신처/애벌칠/초벌칠/누이다/웅크리다/잠복하다/잠자는 의자/몸을 웅크리다/하단으로꼬느다/말로 표현하다/베개 달린 침상/초자체 전위를 시술하다
couch case	정신 장애자
couch doctor	정신과 의사
couch grass	개밀
couchant	머리를 들고 웅크린 자세의
couchette	그 침대/침대차의 칸막이 방
couching	웅크림/카우칭/그 자수품/초자체 전이
coude	쿠데식의/쿠데식 망원경
cougar	쿠거/아메리카 라이온
cough	기침/기침병/기침하다/기침소리/불연소음/헛기침하다/죄를 자백하다/불연소음을 내다/기침 소리를 내다/..을 마지못해 건네다/기침하여 ...을 내뱉다/...을 마지못해 털어놓다/기침하여 ...이 되게 하다
cough drop	진해정
cough mixture	기침약
cough syrup	기침약/진해 시럽
could be	아마
coulee	협곡/하류/용암류/말라버린 강바닥
couleur de rose	장미빛/낙관적인/장미빛의
coulisse	배경/흠 있는 기둥/무대의 좌우 배경
couloir	통로/산 중턱의 협곡
coulomb	쿨롱
coulometer	전량계
coulometryr	전량 분석
council	회의/평의/협의/평의회/추밀원/자문회/협의회/종교회의/지방의회/평의원회
council board	의석/회의/회의용 테이블
council chamber	회의실
council estate	공영 주택단지
council house	의사당/회의장/공영주택/북미 원주민의 회의소
council school	공립 국민 학교
councilman	시의회의원/시의회 의원
councilor	의원/평의원/고문관/참사관
counsel	사려/평의/협의/조언/권고/상담/결심/분별/의도/계획/충고/변호사/조언하다/상의하다/법률고문/변호인단/충고하다/권고 하다
counseling	조언/상담/카운슬링
counselor	고문/지도원/상담역/카운슬러/법정 변호사/의논 상대자/사관의 참사관
counselor at law	변호사
count	셈/백작/계산/총계/고려/총수/번수/논점/세다/소인/셈되다/문제점/카운트/간주하다/생각하다/포함되다/의지하다/계산하다/기대하다/중요하다/간주되다/포함시키다/셈에 넣다/수를 세다/득점이 되다/가치가 있다/으로 돌리다/박자를 맞추다/...의 탓으로 하다/정족수 부족에 의한 유회
count noun	가산 명사
count out	제외표/카운트아웃/정족수미달로 인한 유회
count palatine	후기 로마제국 최고 사령관/잉글랜드 및 아일랜드의 주 영주/독일 황제의 허가로 일부 왕권을 자기 영토에서 행사하던 영주
countability	가산성
countable	가산 명사/셀수 있는/셀수 있는 명사
countdown	초읽기/카운트다운
countenance	표정/찬조/원조/침착/장려/안색/지지/찬성하다/묵인하다/허용하다/장려하다/호의를 보이다
counter	역/득점/반대/화폐/계산계/스코어/판매대/계산기/계산대/계수관/카운터/계수기/계산인/산가지/역회전/취소하다/받아치다/받아치기/모조 화폐/계수 장치/장부 기입대/하찮은 사람/카운터를 먹이다/적의 칼끝을 막기/고물의 내민 부분
counter drug	의사의 처방 없이 판매되는 약
counter rocking turn	역회전/카운터
counteract	훼방하다/방해하다/중화하다/거스르다/좌절시키다
counteraction	저지/반동/반작용/중화작용
counteractive	중화제/중화성의/반작용제/반작용의
counteradvertising	역선전/반론 광고
counteragency	반동력/반동작용
counteragent	반작용제/반대 동인
counterapproach	대항 참호
counterargument	반론/반대론
counterattack	역습/반격/역습하다
counterattraction	반대인력/대항하기 위한 인기 거리
counterbalance	평형력/평형추/벌충하다/견제하다/평형시키다/대등하게 하다/부족을 보충하다/효과를 상쇄하다/균형을 취하는 힘
counterblast	반대기류/심한반발/강경한 반대
counterblow	역습/반격/카운터블로
counterchange	바뀌다/바꿔치다/교체하다/교착시키다/반대의 위치에 두다
countercharge	역습/반역/반소/반론/역습하다/반소하다
countercheck	반대/방해/재조회/재대조/대항수단/방해하다/대항하다/재대조하다
counterclaim	반소/반소하다/반소하여 청구하다
counterclaimant	반소인/반대 요구자
counterclockwise	왼쪽으로 도는/시계 바늘 회전과 반대의
counterconditioning	반대 조건 부여
countercoup	반쿠데타
counterculture	반문화
countercurrent	역류/역전류
counterdeclaration	반대 성명/반대 선언
counterdeed	비밀서류/반대 증서
counterdemonstrate	반대 데모를 하다
counterdrug	대항약
counterescalation	대항적 확대
counterespionage	방첩/대항적 스파이 활동
counterevidence	반증/반대의 증언
counterexample	반례/반증
counterfeit	꾸민/위작/허위의/속이다/모조품/모조의/위조의/모조자/가짜의/사이비의/흉내내다/가장하다/모조하다/위조하다/위조 물건/화폐 위조자/비슷하게 하다/마음에도 없는/...와 아주 흡사하다
counterfoil	부본
counterforce	저항력/대항세력/반대세력/선제 행공격 무기
counterfort	부벽/돌출부/버팀벽
countergirl	여점원
counterglow	대일조
counterinsurgency	대게릴라의
counterintelligence	대적 첩보 활동
counterintuitive	반 직관적인/직관에 반하는
counterirritant	반대 자극제/반대 자극제의
counterirritate	반대 자극제로 치료하다
counterirritation	반대 자극
counterjumper	점원/판매원
counterman	카운터에서 손님 시중 드는 사람
countermand	철회하다/취소하다/반대명령/주문의 취소/반대 명령으로 소환하다
countermarch	후퇴/후진/역행하다/후진하다/반대 행진
countermark	부표/찌지/각인/부가표/검증 각인/각인을 찍다/...에 부표를 붙이다
countermeasure	대책/대항책/대응책/반대수단
countermine	대항책/역기뢰/대음 수/대항갱도/역기뢰를 부설하다/대항 갱도를 만들다/대항갱도로써 대항하다계략을 역이용하다
countermove	대항 수단을 취하다/대항 수단으로서 하다
countermovement	반대 방향으로의 운동
counteroffensive	역습/반격
counteroffer	대안/수정제안/카운터오퍼
counterpane	베드 커버/침대의 겉덮개
counterpart	계인/부본/사본/1통/부절/대조물/대응부/상대물/아주 닮은 사람/짝진 것의 한쪽
counterpart fund	대충 자금
counterphobic	역공포의/공포를 느끼게 하는 상황을 자진하여 찾는
counterplan	대책/대안
counterplea	부수적 반대 항변
counterplot	대항책/역이용하다/계략으로써 대항하다/반대의 계략을 강구하다
counterpoint	대위법/대위선율
counterpoise	균형/평형/균세/안정/균세물/평형력/평형추/균세력/평형하다/보충하다/평균시키다/매설 지선/카운터포이즈/평형을 유지시키다/균형이 잡히게 하다/...와 균형을 이루다
counterpoison	해독제/해독성 독소
counterpressure	역압/반대 압력
counterproductive	역효과의/반대의 결과를 초래하는
counterprogramming	대항 프로 편성
counterpropaganda	역선전
counterproposal	반대 제안
counterpunch	반격/카운터펀치/카운터블로
counterredormation	반개혁
counterreply	말대답하다/되대꾸하다/대답에 대한 대답
counterrevolution	반혁명
counterrevolutionary	반혁명의
counterscarp	외안/경사진 외벽
countershaft	중간축
countersign	군호/부서/부서하다/확인하다/응답 신호
countersignature	연서/부서
countersink	원추형 구멍/위쪽을 넓히다/원추형으로넓히다/원추형 구멍에 묻다/위의 구멍을 파는 송곳
counterspy	역간첩
counterstatement	반박/반대진술
counterstroke	반격/되쳐 보냄
countersubject	부주제
countertendency	역경향
countertenor	그 가수/카운터테너/카운터테너의
counterterrorism	대항테러
counterthrust	되찌르기
countertrade	대응무역
counterturn	역전/역회전/역방향전환/의외의 전환
countertype	대응형/반대형
countervail	상쇄하다/대항하다/보상하다/대항력이 있다
countervailing duty	상쇄 관세
countervalue	등가/동치
counterview	대면/대항/반대의견
counterviolence	대항적폭력
counterweight	평형력으로서 작용하다
counterword	전용어
counterwork	대루/대항하다/대항 작업/반대 행동/역효과 나게 하다
countess	백작부인/여자 백작
counting	개표/계산/집계
counting frame 	주판식 계산기
counting number	제로 또는 정의 정수
countinghouse	회계과/회계실
countless	무수한/셀수 없는
countrified	전원풍의/시골티나는/야취가 있는/세련되지 못한
country	지방/교외/고향/향토/나라/영역/고국/조국/배심/방면/국가/본국/지역/시골/전원/토지/국토/국민/분야/시골의/출생국/농촌지대/시골에서 자란/컨트리 뮤직의
country and western	컨트리뮤직/컨트리 웨스턴
country born	시골태생의
country bred	시골에서 자라난
country bumpkin	촌사람/시골뜨기
country club	컨트리 클럽
country cousin	시골 친척/처음으로 도시에 나온 촌뜨기
country damage	지방손해
country dance	컨트리댄스
country gentleman	지방의 대지주/신사계급의 사람
country house	별장/귀족의 저택
country jake 	시골뜨기
country mile	광대한 범위/아주 먼 거리
country risk	국가별 위험도
country rock	모암/컨트리 록
country store	시골의 잡화점
country town	시골 읍
countryfolk	동포/지방사람/시골 사람들/같은 나라 사람
countrylike	시골풍의/촌스러운
countryman	동포/동향인/촌사람/지방의 주민/같은 나라 사람
countryside	시골/한 지방/지방의 주민들
countrywide	전국적인
countrywoman	시골여자/같은 나라의 여자
county	군/주/군민/주민/주의 명문
county agent	농사 고문
county borough	특별시
county clerk	군 주사
county college	정시제 보습 학교
county commissioner	군정 위원회 위원
county corporate	독립 자치구
county council	주의회
county councillor	주의회 의원
county court	군 재판소/주 재판소/주 재판소에 제소하다
county cricket	주 대항 크리켓 시합
county fair	군의 농산물.가축 품평회
county family	주의 명문
county farm	군영의 구빈농장
county hall	주 회당/런던 주청
county house	군 운영의 구빈원
county palatine	팰리틴 백작령
county school	공립 학교/공립 국민 학교
county seat 	군청 소재지/군의행정 중심지
county sessons	주 사계 재판소
county town	주의 주도/주청 소재지
coup	일격/대히트/큰인기/대성공
coup d'etat	쿠데타/무력 정변
coup d'oeil	일견/개관/혜안
coup de foudre	벼락/청천 벽력/첫눈에 반함/전격적인 사랑
coup de grace	온정의 일격/최후의 일격
coup de main	기습
coup de maitre	위업/신기/대단한 솜씨
coup del theatre	극적 행동/무대상의 히트
coupe	쿠페형 마차/쿠페형 자동차/객차 뒤끝의 작은 칸
couple	둘/연성/한쌍/부부/두개/우력/커플/두서넛/2개의/얼마간/이중성/두셋의/연상하다/성교하다/교미하다/연결하다/두세명의/연결되다/결혼하다/협력하다/두 사람/두 사람의/결혼시키다/교미시키다/남녀 한쌍/약혼한 남녀/남녀 한 쌍/하나가 되다/연결기로 연결하다/두마리씩 잡아매다/결부시켜 생각하다/두마리씩의 사냥개 한 쌍/두재목을 '^'모양으로 붙여 짠 것/사냥개 두 마리를 이어 매는 가죽 끈
